index,source,target
0,"体毛は白く、外見はネコに似ている。
性格は温和だが危害を加えようもの
なら執拗に反撃してくる。
人語をある程度理解するため
人間と共に生活する姿も
よく見ることができる。
適応力が高く、季節や場所を問わず、
見かけることができる。","Bipedal creatures resembling cats 
with white fur. Though normally 
docile, they will attack viciously 
provoked. 
Naturally curious, they often enter 
society and co-exist with
humans and wyvernians.
They are naturally attracted to
Felvine and follow it anywhere."
1,"ネコに似た獣人族。黒毛が特徴。
手癖が悪く人間などから物を盗み、
自分達の集落に持ち帰ってしまう。
集落に戻る前に倒すか、集落を探せば
盗まれた物を取り戻せる事もあるとか。
マタタビを見ると盗まずにはいられ
ない。
適応力が高く、季節や場所を問わず、
見かけることができる。","Bipedal creatures resembling cats 
with black fur. More aggressive than
Felynes and possessed by kleptomania, 
Melynxes will steal any items they 
can and bring them back to their 
dens. If you can find their dens 
however, you may be able to recover 
your items. Like Felynes, they are
obssessed with Felvine."
2,"小型の獣人族が花畑で確認された。
調査によると彼らは温厚な性格で、
普段は釣りや採集をしているが、
他のモンスターとの縄張り争いが
頻繁に目撃されている。また、
大型モンスターと遭遇したところに
彼らが現れ”共に戦った”との報告も
あることから、我々のことを同じ
仲間と思っているのかもしれない…。","Bipedal creatures native to the
Flower Field. Though uncommon, 
research suggests that they are quite
peaceful, unless attacked by a 
large monster. In such a situation,
they've been observed working together
to defeat said monster. The Guild
has received reports that Uruki will
seemingly assist hunters as well."
3,"人に似た四肢を持ち、常にマスクを
かぶっている小型のモンスター。
擬態が大の得意。
熟練したハンターであっても、
擬態した彼らを見つけることは
至難の業である。
ひときわ強い族長は、
≪キングチャチャブー≫と呼ばれ、
王冠のようなものをつけている。","Small, humanoid Lynians known for
always wearing masks.
Masters of camouflage, by the
time you spot them its
usually too late! Both 
aggressive and highly social they
 are lead by a King Shakalaka
 identified by a larger mask."
4,"突然変異で巨大化した蜂の様な虫。
腹部に、マヒ性の毒針を持つ。
物理的なダメージに弱く、
素材としての形状を保ったまま、
しとめることは難しい。
主に昼間に活動し、温暖期には特に
大きな個体も目撃されている。","An enormous, wasp-like 
Neopeteron with a paralytic sting.
Easily damaged, there are rarely
any usable materials left after
dispatching one. It has been
reported however that using poison
on them yields better results."
5,"ランゴスタに比べ外殻が発達した虫。
物理的なダメージに弱いため、
素材としての形状を保ったまま
しとめるには、徐々に体力を奪う
種類の攻撃を用意する必要がある。
夜間や洞窟など暗い場所を好み、
温暖期には大きな個体も目撃されて
いる。","A large Neopeteron related to
Vespoids. They primarily dwell on
the ground of damp and dark places.
However, like their cousins, they
are easily destroyed by most
weapons. It is reported that
they are extremely susceptible
to poisons."
6,"衝撃が加わると放電するという雷光虫。
武器の素材や生活用品などに幅広く
用いられ馴染みが深いが、
その雷光虫が、古龍の体内で異常な
巨大化を遂げたもの。
放電能力が高く、非常に危険。
古龍の生息地域で、まれに見る事が
できる。","Abnormaly large Thunderbugs
raised inside of certain
Elder Dragons. Often
found in the same areas
as thier former hosts
their electric attacks are
deadly. Despite this, they
have many uses in crafting."
7,"シカのような草食モンスター。
臆病ですぐ逃げてしまうため、
その角は貴重である。
食用として狩られる事も多く、固く
しまった肉質は癖になる歯ごたえ。
特に繁殖期に多くの個体が見られ、
昼は野外で採食し、夜は洞窟など
屋内に移動する。","Small and docile Herbivores
thier horns are famously
used in a variety of medicines. 
The best way to harvest
said horns is with a blunt
weapon. During the evening
or inclement weather, they
will retreat into caves."
8,"名の由来通り、体にはコケやキノコ
などの菌類が繁殖しているブタ。
大好物のキノコを探して徘徊し、彼ら
が鼻を鳴らしてる場所ではキノコが
採れる可能性が高いとも言われる。
怒らせると突進してくるので注意。
キノコが採れる地域であれば、
ほとんどの地域に生息しているようだ。","Wild pigs covered in Moss
and various fungus.
Occasionally, whole mushrooms can
be found on them as well.
Their meat is also a 
famous delicacy. Normally
docile towards hunters
they will charge if provoked!"
9,"雪山に生息する草食モンスター。
巨大な角を持ち、普段はおとなしいが
危害を加えられると、その角を
振り立てて攻撃してくる。
良質な毛皮は、利用価値が高く、
巨大な角は、ギルドでも珍重される。
雪山であれば、季節を問わず
見ることができるだろう。","Herbivores that dwell in
cold climates. Generally docile,
they will charge if threatened. 
 Their pelts are highly prized
by the Guild as are 
their antlers. They can be
located in snowy areas
regardless of the season."
10,"反り返った巨大な牙が特徴の草食
モンスター。
群れで生活しており、群れ内の子供を
守る際には非常に勇敢になる。
その肉は栄養価が高く、特に舌は
珍味として愛好家も多い。
雪山に生息している。","Herd-forming herbivores 
covered in thick fur to 
endure the cold. Popo are
normally quite gentle, but
will use their massive
tusks to defend their young.
Their tongues are a delicacy."
11,"主に食用とされる草食のモンスター。
気弱でおとなしく、危険を察知すると
逃げ出すが、群れの中には反撃をして
くるモノもいる。
比較的適応力が高く、極端な気候の
地域を除いて、広い範囲で生息が確認
されている。","Docile Herbivores characterized by
their large crests. They live in herds
and raise their young communally,
and are popular pack animals.
Very adaptable, they are also raised
for their nutritious meat. They
are wary of Large Monsters."
12,"食料となりえるモンスター。
ただし外殻は硬く、アプトノスよりも
攻撃的なため、簡単にはその肉には
ありつけない。
卵にも価値があり、ギルドでは重宝
されている。
砂漠や火山など、気温が高い地域に
生息している。","Desert-dwelling Herbivores 
covered in armor-like hide.
Though edible, obtaining meat from 
them is difficult due
to their territorial nature. 
They are especially violent
towards any hunter who
would steal their eggs."
13,"非常に温厚でおとなしい
高地に住む草食のモンスター。
仲間意識が強く、群れの仲間に
危害を加えられると団結して
一斉に反撃を始める。
高地にしか住んでいないのは
食料となる草に関係があるのではないか
と言われているが、詳細は不明。","Peaceful Herbivores with shaggy
coats of fur. They are
found in herds roaming the
Highlands. Normally docile
they will attack as a
group if threatened. It is
reported that they are
often shepherded by a Gurenzeburu."
14,"高地に住む草食モンスター。
好奇心旺盛で人なつっこく
遊んでやると非常に喜ぶ。
珍しいものをなんでも口に入れてしまう
ため、鉱石などを誤飲してしまうことが
あるようだ。
また、特殊な形の蹄を持っており
複雑な崖を難なく登れるため
高地のいたるところに生息している。","Small Herbivores native to
the Highlands. They are
quite peaceful and curious
towards hunters. Their
hooves are uniquely adapted
to live in steep, rocky
enviroments. During harsh
weather, or if threatened
they will quickly flee to safety."
15,"青い鱗が特徴の小型の肉食
モンスター。集団で狩りを行う。
幅広い地域に生息するが、
寒冷期にはあまり見かけなくなる。
また、昼間は洞窟で生活し、
夜間に屋外に出て狩りを行う事が多い。","Pack-dwelling Bird-Wyverns
known for their aggression.
They are regarded by
most hunters as a nuisance.
They are found in most temperate
enviroments during warmer seasons."
16,"集団行動をするランポスのリーダー。
少し大柄で大きなトサカが特徴。
テリトリーを見回って移動している。
傷を負うと、一目散に逃げだし、
回復をこころみる。
温暖な気候を好み、繁殖期、温暖期の
密林で多く目撃されている。","The alpha leaders of
Velociprey packs. Larger than
their kin, and marked by
more prominent crests
Velocidrome use their powerful
legs and sharp claws to
slash and leap at prey.
They are common during warm seasons."
17,"ランポスとよく似た鳥竜種。
行動様式も似通っており、群れを
作って生活する。
緑とオレンジの縞模様が特徴で、
主に砂漠に生息している。
大きく発達した牙が特徴。
牙や爪などに持つ、マヒ性の毒により、
獲物の動きを奪いしとめる。","Close relatives of Velociprey
like their cousins they
dwell in packs, but can
easily be differentiated by
their yellow and green hides.
Found in arid places, Genprey 
use their fangs to administer
a potent neurotoxin."
18,"集団行動をするゲネポスのリーダー。
少し大柄で大きなトサカが特徴。
主に砂漠をテリトリーにしている。
大きく発達した牙や爪などに
マヒ性の毒を持ち、獲物の動きを
奪いしとめる。","The Alpha leaders of 
Genprey packs, identified
by their larger crests.
Found in arid places
their venom glands house 
especially potent neurotoxins."
19,"鮮やかな赤色が特徴の鳥竜種。
主に亜熱帯で、群れを形成して
生息している。
喉元の袋に毒液を分泌させ、それを
吐きかけることで、獲物の体力を
徐々に奪う。","Vivid-red Bird Wyverns
found in sub-tropical areas.
Specialized organs in their
throats produce a potent
toxin, which they spit
at their prey."
20,"集団行動をするイーオスのリーダー。
少し大柄で大きなトサカが特徴。
火山など亜熱帯を中心に、広範囲に
生息している。
体内に強力な毒袋を持ち、毒液を
吐きつけ、獲物を弱らせてしとめる。","The Alpha-leaders of
Ioprey Packs. Larger than
their brethren, they can
also be identified by
their more prominent crest.
They are extremely venomous."
21,"長年ランポスの亜種と見なされていた、
白い鱗が特徴の鳥竜種。
その特異性から、新種として
≪ギアノス≫と呼称されるように
なりました。
","A pale white species
of Bird Wyvern
Endemic to cold areas
Their white scales help
them blend into their
environment. They are known
to spit icy fluids at hunters."
22,"顔の大部分を占める巨大なくちばしと、
怒ると開く大きな耳が特徴の鳥竜種。
温暖で湿潤な地域を好む。
聴覚に優れているが、近くで大きな音を
立てられるとその聴覚が仇となり、
眩暈を起こして動けなくなってしまう。
高熱の火球を吐いて攻撃するが、
他モンスターのブレスほど威力はない。","A Bird Wyvern with a
Large beak and larger ears.
 Common in warm, humid
areas, they have extremely
sensitive hearing and as
a result, can be stunned by
loud noises. When enraged
they will use fire based attacks."
23,"青い甲殻が特徴的な、
イャンクックの亜種。
通常のイャンクックと比べ、
やや身体能力が高くなっている。
しかし温暖で湿潤な地域を好むこと、
大きな音には非常に弱いことなど、
生態に大きな差異はないようである。","A smaller and more
aggressive Subspecies of
Yian Kut-Ku. Like their
cousins, they enjoy warm
humid areas, like the Jungle.
While they are just as
susceptible to loud noises as 
their pink brethren, they
 are faster and more vicious."
24,"黒く硬い甲殻と長いたてがみを
持つ姿から『黒狼鳥』と呼ばれる。
イャンクックに似た姿をしているが、
火球を撃ち出すことや
尾に強い毒を持っていることなど、
身体機能には大きな違いが見られる。
気性は荒く好戦的。特に怒っているとき
には瞬発力が増すため、注意が必要。","A close relative of
the Yian Kut-Ku
known for their hard
black shells and white, tufted
manes.Far deadlier than
their cousins, in addition to fire
based attacks, they wield
a potent venom in their
tails, and resistance to sonic bombs."
25,"頭のトサカが特徴的な鳥竜。
トサカを打ち合わせることで閃光を
発し、外敵の目を眩ませる。
ゴム質に近い皮膚は、打撃に強く、
またシビレ罠の電撃にも耐性を持つ。
吐き出す汚物は猛毒が含まれる。
温暖で湿潤な気候を好み、密林や沼地
で多く目撃されている。","Odd Wyverns capable of
disorientating hunters by
emitting a bright flash
from their crest. Their
rubbery skin resists impacts
and shock traps. Though
timid, their saliva hides
a vicious toxin. They prefer
warm and marshy habitats."
26,"紫色の表皮をした、ゲリョスの亜種。
通常のゲリョスと同様に、
トサカを打ち合わせて閃光を
発することはもちろん、外敵を
油断させるために死んだふりをする、
攻撃の際に相手の持ち物を奪うなど、
奇抜な特徴を持つモンスターである。
体内に流れている特殊な体液は、
精力が付く薬の材料として使われる。","A variant of Gypceros
with a striking purple hide.
They are more aggressive
than normal Gypceros and
are virtually immune to
most poisons. Like their
kin, they will attempt to
steal hunter's items and
can secrete a horrific venom."
27,"主に砂漠や樹海で目撃される
橙色の毛と美しい尾羽が特徴的な鳥竜。
睡眠ガスを吐くことで、天敵や獲物を
眠らせて生存を図ることから、性格は
臆病で姑息と言われる。
繁殖期には、求愛や異性争奪戦のため、
毛の色を更に鮮やかに変化させ、身体
能力の限界を大幅に超えた動きをする
ようになる。","A rust-coloured bird Wyvern
with magnificent tail feathers.
Native to temperate, forested
areas, they are normally
quite passive. If threatened
they can emit a sleep-
-inducing gas and kick
hunters viciously with their
powerful legs."
28,"繁殖期に入り、鮮やかな赤や青の羽毛に
生え変わったヒプノック。
求愛のために行動が活発化しており、
自身の縄張りに侵入した者には
容赦なく襲いかかる。
繁殖期が終わると
赤や青の羽毛はすべて抜け落ち、
また橙色の羽毛へと生え変わる。","During the breeding season
certain Hypnocs will
develop brighter plumage for
courtship displays. They also
become extremely territorial
and will viciously attack anything
entering their territory."
29,"樹海頂部で発見された、蒼と純白の
羽毛に身を包んだヒプノックの希少種。
その見た目から
『蒼白眠鳥』とも呼ばれている。
通常のヒプノックとは異なった行動を
取ることが確認されているが、希少種
ゆえに調査がほとんど進んでいない。
まだ謎が多い個体である。","An extremely rare Hypnoc
varient covered in silver
and white plumage.
Limited research conducted by
 the Guild has confirmed
these rare Wyverns behave
differently compared to their
kin, but more data is needed."
30,"蛍光色の羽毛が特徴的な新種の鳥竜。
派手な外見は警告色でなく
求愛行動のときにより派手な
個体同士が惹かれあう習性が
元である。
その派手さは外敵から
見つかりやすいという危険の裏に、
派手さを維持する為に自然界を
生き延びた強者の証でもある。
","Closely related to Hypnocs
these Wyverns possess
extremely bright plumage, not
to warn predators, but
to attract potential mates.
Naturally being highly visible
to potential threats, these
Wyverns are quite capable
of defending themselves and
are not to be taken lightly."
31,"花畑に生息する大型の鳥竜。
花の蜜を主食としており
湾曲した細長いクチバシは効率よく
蜜を摂取する為の進化とされる。
普段は憶病な性格で戦闘を好まないが
花の蜜を吸うと好戦的な性格に変貌。
翼や尾羽の色が変わっている時には
注意が必要である。
","Majestic Bird Wyverns native
to the Flower Field.
They possess a highly evolved
beak, which allows them to
feed from the various
flowers in their habitat.
Attention should be paid
to the color of their wings
and tail feathers."
32,"高地や峡谷で目撃の報告があげられて
いた鳥竜種。なわばり意識が強いため、
侵入した相手には容赦なく襲いかかり、
追い払おうとする。
太陽光を体内に取り込むことで電気を
生成することができ、これを攻撃の他、
機動性を高めたりすることなどにも
利用する。これらの特徴から
『照雷鳥』とも呼ばれている。","Powerful Bird Wyverns found
in the Highlands, they 
are violently territorial and
will attack any intruder
with impunity. Possessing
unique feathers and scales
they can gather sunlight
and convert it into 
deadly electrical attacks."
33,"小型な分、飛行能力に優れた飛竜。
ランポス程度の大きさで、上空を
徘徊し、弱った生き物を見つけると
積極的に襲いかかる。
火山などでの目撃例が多い。
また、古龍種と共に目撃される事が
多いため、災厄の先触れとも呼ばれる。","Flying, serpentine Wyverns
that attack with poisonous
saliva. Though found in a
wide variety of enviroments
, such as deserts and 
volcanos, they often accompany 
Elder Dragons and are seen
as omens of destruction."
34,"巣を中心に生息する飛竜の雌。
地上を中心に縄張りを守る。
高い脚力を生かした突進と、猛毒を
含んだ尻尾の針には注意が必要。
繁殖期には卵を守るために
凶暴になることが多い。
通常とは違った色をした亜種の
存在も確認されている。","Flying Wyverns widely known
as ""Queens of the Land.""
With powerful legs and
venomous tails, they are
powerful predators and are
especially dangerous during the breeding
season. Legend holds there
exists a rare golden varient."
35,"桜色の鱗が特徴の、リオレイアの亜種。
鱗の色から『桜火竜』と
呼ばれることもある。
非常に攻撃的な性格で、
巣へ近づくときは特に注意が必要。
習性、行動などは通常のリオレイアと
変わらず、高い脚力での突進と、
尻尾の猛毒を含む針での攻撃を
得意としている。","A Sub-Species of Rathian
with striking pink scales.
Pink Rathian are far
more adept at aerial
combat than thier green
cousins and will incorporate
their venomous tails into
more attacks. They are 
extremely aggressive."
36,"金色に煌々と輝く鱗を持つ、
リオレイアの希少種。
人が住まなくなった古塔を寝ぐらとして
活動している姿が確認されているが、
その他の目撃情報が極端に少なく、
生態はほとんど明らかになっていない。
大型で身体能力の高い個体が多く、
狩猟の際には十分な準備が必要。","A legendary and rare 
variant of Rathian with
glittering, golden scales. Often
referred to as the 
""Golden Moon"", little is
known of this Wyvern's
ecology, save for it's
ability to dispatch unwary
 hunters with ease."
37,"高い飛行能力を有する、飛竜の雄。
塔や森丘、峡谷など
様々な場所で生息が確認されている。
勇壮と空を飛ぶ姿は、まさに
「大空の王者」の呼称に相応しい。
空中から縄張りを監視し、
獲物や外敵を見つけると
毒のある足の爪で襲いかかる。","Terrible Wyvern's also known
as the ""Kings of the Sky"".
Together with Rathian, they 
claim large and diverse
territories. Rathalos descend
upon prey and foe alike
from high altitudes, striking
with poison talons and fire."
38,"蒼い鱗から『蒼火竜』と呼ばれる
リオレウスの亜種。
優れた身体能力を有しており、
通常のリオレウスには見られない、
連続攻撃を繰り出してくることもある。
非常に短気な性格。
怒ると動きが機敏になるため、
強力なブレスと合わせて
注意する必要がある。","An blue coloured 
Sub-Species of Rathalos.
Much faster and more
aggressive than a normal
Rathalos, they are also
noticable stronger and will
attack with unmatched ferocity.
The Guild urges great
caution when hunting one."
39,"鏡のような銀色の鱗を纏った、
リオレウスの希少種。
身体の鱗は非常に硬いため、
翼膜や頭を狙った攻撃が有効だと、
これまでの調査で明らかになっている。
古塔付近での目撃情報が多く、
縄張りの上空を飛行するという
リオレウスの習性から、古塔を巣として
いるのではないかと推測されている。","A legendary and rare
variant of Rathalos with
shining, silver scales. Often
referred to as the
""Silver Sun"", little is
known of their ecology, including
the nature of their
appearence. Their deadliness
however, is well documented."
40,"洞窟に好んで生息する不気味な飛竜。
温暖期や繁殖期は雪山に棲み、
寒冷期には沼地に移動するといわれる。
暗い所にいることが多いため、
目は退化しており、その分嗅覚が発達
している。
体内に発電器官をもっており、体から
発する電気で獲物をマヒさせる。","Horrifying Wyverns Found in
cold regions during the
Breeding season and more
temperate areas during the
Cold Season. Nearly blind
they rely on scent to
hunt prey, which they
paralyze with electric attacks."
41,"血のように赤い表皮をした、
フルフルの亜種。
通常のフルフルより長く伸びる首を
振り回すようにして攻撃する。
また特徴的な真っ赤な表皮は
色だけではなく構造も異なっており、
通常のフルフルが苦手としている
火を通しにくい性質があるようだ。","A Khezu variant with a
ghastly red hide.
Much more aggressive than
normal Khezu, their electrical
organs are also more
developed and can deliver
deadly shocks to careless
hunters."
42,"火山地帯に生息する大型の飛竜、
グラビモスの幼体。鉱石のように
硬質化した外殻が特徴。強烈な
ダメージを与えるには岩をも砕く
破壊力を持つアイテムが必要。
時折、毒性のガスを排出する。
寒冷期の目撃例は少ない。","Juvenile Gravios famous for
their rock-like carapaces.
Often mistaken for large
rocks when sleeping, their
shells are weak to
explosives. They are also
able to emit poisonous gas
and are dormant during Cold Seasons"
43,"主に火山地帯に生息する大型の飛竜。
強力な高熱ブレスに加え、体から
睡眠ガスを排出する。
外殻として発達した骨は非常に堅く、
生半可な武器では歯が立たない。
繁殖期には沼地での目撃例が多い。","Large Wyverns with a rock
hard carapace and the
ability to emit powerful
heat beams. They are
found in volcanic and marshy
areas where they feed
 on various minerals for
 nutrients. They gather
en masse during the Breeding Season."
44,"体内に発生する熱が異常に多い個体が、
度重なる排熱により外殻が
黒化した状態を亜種と呼んでいる。
厳密には亜種ではなく、
通常のグラビモスと同一種である。
体内に発生する熱が多いため、高熱の
ブレスを吐く頻度が高くなっている。","Gravios who generate an
abnormal amount of heat
causing their shells to turn
black. As a result they
can unleash even more
powerful attacks, though they
must constantly vent 
 excess heat as a result."
45,"砂漠に生息する巨大な角をもつ飛竜。
１本とはいえ、その巨大な角の攻撃は
強力。
特殊なブレスこそ吐かないものの、
その雄叫びはハンターの耳をつんざく。
現在目撃例は少なく、研究がまたれる。","A large, desert-dwelling
Wyvern with a single
massive horn. Although they
lack any form of
breath attack, they can
shierk loud enough to shatter
 eardrums. Despite their appearence
 they are actually herbivorous."
46,"白銀の角を持つ、モノブロスの亜種。
限られた地域のみに生息しており、
目撃例が少ないモノブロスの中でも、
さらに発見されることが稀。
気性が荒く、外敵を確認すると
砂中や砂上を高速で移動し、
強靭な角で突き上げて攻撃する。","A Sub-Species of Monoblos
with chalk-white scales.
Highly territorial, they will
charge at any intruder
without hesitation.
They are capable of
running at a great speed
 and are quite powerful."
47,"砂漠に生息する巨大な２本の角を
もつ飛竜。
地面の砂をかき分けて地中にもぐる
ことができ、獲物の足もとから
襲い掛かってくる。
非常に攻撃的でプライドが高く、
人間から攻撃を受けると、猛烈な
怒気を発することが多い。","Large Wyverns with a pair
of massive horns. Though
they feed exclusively on
desert cacti, they are
violently territorial and are
capable of burrowing through
sand, as well as charging
at high speed.
Approach with caution."
